id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,item group id,sell on google quantity
hSqFGvnTjaggVAymnovmh0,Profil CURTINA X403,Patentowany profil CURTINA x403® do wykonania ukrytych wnęk karniszowych z trzema rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Z bocznym mocowaniem płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x403,,https://drive.google.com/uc?id=1asAao30eZwFjfoUzY7SH5V4UineOk_H_,112.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,,czarny mat,długość 2000 mm,,,,,,,,,,,,,curtina_x403,100
yUubMVw1hqQAZdBztKRgZ2,Profil CURTINA X403,Patentowany profil CURTINA x403® do wykonania ukrytych wnęк karniszowych z trzema rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Z bocznym mocowaniem płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x403,,https://drive.google.com/uc?id=1asAao30eZwFjfoUzY7SH5V4UineOk_H_,112.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,,biały mat,długość 2000 mm,,,,,,,,,,,,,curtina_x403,100
ryMNNy0Vjq1ciFgP2gUaK3,Profil CURTINA X404,Patentowany profil CURTINA x404® do wykonania ukrytych wnęk karniszowych z trzema rowkami do montażu zasłon i firan. Do systemu mocowania harpunowego z dolnym wsunięciem płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x404,,https://drive.google.com/uc?id=10-9CnBDVYJg17hjhN27x6AY2ZxHJtOfK,110.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,,biały połysk,długość 2200 mm,,,,,,,,,,,,,curtina_x404,100
6UZy5OEYgiU2cDd92z2R00,Profil CURTINA X404,Patentowany profil CURTINA x404® do wykonania ukrytych wnęk karniszowych z trzema rowkami do montażu zasłon i firan. Do systemu mocowania harpunowego z dolnym wsunięciem płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x404,,https://drive.google.com/uc?id=10-9CnBDVYJg17hjhN27x6AY2ZxHJtOfK,160.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,,biały połysk,długość 3200 mm,,,,,,,,,,,,,curtina_x404,100
QYtmUePthsfmVcpZ7LaHB2,Profil CURTINA X405,Patentowany profil CURTINA x405® do wykonania ukrytych wnęk karniszowych z dwoma rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,192.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,czarny mat,długość 3200 mm,,,,,,,,,,,,,curtina_x405,100
hRYJaVIahB4Jg-O10ZpbV0,Profil CURTINA X405,Patentowany profil CURTINA x405® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,192.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,biały mat,długość 3200 mm,,,,,,,,,,,,,curtina_x405,100
Rid7eYeaihDEYyuGmwIm10,Profil CURTINA X405,Patentowany profil CURTINA x405® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,132.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,czarny mat,długość 2200 mm,,,,,,,,,,,,,curtina_x405,100
M7K8jSGug5rmTO1txLm922,Profil CURTINA X405,Patentowany profil CURTINA x405® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,132.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,biały mat,długość 2200 mm,,,,,,,,,,,,,curtina_x405,100
9YYv8DXkjKpGTTDe3j99Y3,Profil CURTINA X405,Patentowany profil CURTINA x405 m® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłon i firan w sufitach napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,120.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,czarny mat,długość 2000 mm,,,,,,,,,,,,,curtina_x405,100
zRy2mTY3io-ReCRagT1MI2,Profil CURTINA X405,Patentowany profil CURTINA x405 m® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłон и firan w sufitах napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405,,https://drive.google.com/uc?id=1imtqRjRLR691HPzPc9iImJHyJWKV2RJT,120.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,biały mat,długość 2000 mm,,,,,,,,,,,,,curtina_x405,100
CkVvKhJbiGhhK2anvHdB33,Profil CURTINA X405 M,Patentowany profil CURTINA x405 m® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłon и firan w sufitах napinanych z systemem harpunowym. Podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405-m,,https://drive.google.com/uc?id=1gzdLI0r_0DnNG7mwmpGAO32iwVsXrUnf,360.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,biały mat,długość 3200 mm,,,,,,,,,,,,,curtina_x405_m,100
iSRbWSLtitojIsPO0sI9x2,Profil CURTINA X405 M,Patentowany karnisz CURTINA x406® z dwoma rowkami do wieszania zasłon i kurtyn. Do harpunowego systema mocowania płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405-m,,https://drive.google.com/uc?id=1gzdLI0r_0DnNG7mwmpGAO32iwVsXrUnf,250.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,biały mat,długość 2200 mm,,,,,,,,,,,,,curtina_x405_m,100
PIsjk6JZiDyyFLIyu2lyU0,Profil CURTINA X405 M,Patentowany karnisz CURTINA x406® z dwoma rowkami do wieszania zasłon i kurtyn. Do harpunowego systema mocowania płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405-m,,https://drive.google.com/uc?id=1gzdLI0r_0DnNG7mwmpGAO32iwVsXrUnf,360.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,czarny mat,długość 3200 mm,,,,,,,,,,,,,curtina_x405_m,100
gA28ToLCggK3W8YPSsFkT1,Profil CURTINA X405 M,Patentowany karnisz CURTINA x407® z jednym rowkiem do wieszania zasłon i kurtyn. Do harpunowego systema mocowania płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x405-m,,https://drive.google.com/uc?id=1gzdLI0r_0DnNG7mwmpGAO32iwVsXrUnf,250.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,,czarny mat,długość 2200 mm,,,,,,,,,,,,,curtina_x405_m,100
08Gs75cLiwndvRDfwZZkQ2,Profil CURTINA X406,Patentowany karnisz CURTINA x407® z jednym rowkiem do wieszania zasłon i kurtyn. Do harpunowego systema mocowania płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x406,,https://drive.google.com/uc?id=1shlsdb1s9f3bjTdgmUg1_m6UnTkpuAuC,64.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,,czarny mat,długość 3200 mm,,,,,,,,,,,,,curtina_x406,100
vdRmfjJniS9p1gOygMbDs0,Profil CURTINA X406,"Patentowany profil CURTINA x408® do wykonywania prostych wnęк na zasłony z podświetleniem, z możliwością późniejszego montażu karniszy natynkowych. Przeznaczony do systemu mocowania membrany typu harpun.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x406,,https://drive.google.com/uc?id=1shlsdb1s9f3bjTdgmUg1_m6UnTkpuAuC,64.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,,biały mat,długość 3200 mm,,,,,,,,,,,,,curtina_x406,100
gtIKBLtJghv4WzA42yxPP1,Profil CURTINA X407,"Patentowany profil CURTINA x409® do wykonywania prostych wnęк na zasłony z podświetleniem, z możliwością późniejszego montażu karniszy natynkowych. Przeznaczony do systemu mocowania membrany typu harpun.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x407,,https://drive.google.com/uc?id=1nzFWff7gjlwltTuSlIW312B7vXkN95FC,22.40 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,,czarny mat,aluminowy,,,,,,,,,,,,,curtina_x407,100
cJyPtbDhhRAmihZrojWDn0,Profil CURTINA X407,"Patentowany profil CURTINA x410® do wykonywania prostych wnęк na zasłony z podświetleniem, z możliwością późniejszego montażu karniszy natynkowych. Przeznaczony do systemu mocowania membrany typu harpun.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x407,,https://drive.google.com/uc?id=1nzFWff7gjlwltTuSlIW312B7vXkN95FC,22.40 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,,biały mat,aluminowy,,,,,,,,,,,,,curtina_x407,100
FWceQ5ETivN6fBl0i-tWJ2,Profil CURTINA X408,"Patentowany profil CURTINA x411® do wykonywania prostych wnęк na zasłony z podświetleniem, z możliwością późniejszego montażu karniszy natynkowych. Przeznaczony do systemu mocowania membrany typu harpun.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x408,,https://drive.google.com/uc?id=18LpwO4HzTgYDdFBRjAl236p5-KRCFDt5,105.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1SAiruBfQBhaOlE3Uo89kwjzTMS7sfk4W,new,,surowy,aluminowy,,,,,,,,,,,,,curtina_x408,100
LhsJi728gSt1-qEKriOWU2,Profil CURTINA X409,Patentowany profil CONTURA x601® ścienny konturowy do sufitów napinanych z harpunowym systemem mocowania płótna. Z półką na taśmę led do oświetlenia w dół przez płótno. Obwód profilu jest zamknięty wkładką ścienną.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x409,,https://drive.google.com/uc?id=1hdn6NzAT8UOAZSgOtQaFHdpX5EIT4TK9,135.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1WLU_u1deSGTzd_jh7DtG0pq_itn5rCXT,new,,surowy,aluminowy,,,,,,,,,,,,,curtina_x409,100
JLVFDRdrgtcM9IORQDzXv0,Profil CURTINA X410,Patentowany profil STRATOS x701® do dwupoziomowych sufitów napinanych z harpunowym systemem mocowania płótna. Bez podświetlenia.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x410,,https://drive.google.com/uc?id=1_92Unwhsk3kul7mXQAuK9ttw0BNJ9H6P,120.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=114zNW95Wgu-EYdEpvW9bZgS4mtqrgLRD,new,,biały mat,aluminowy,,,,,,,,,,,,,curtina_x410,100
KmK1hPPBihH4KDyWNRaPo0,Profil CURTINA X411,Patentowany profil STRATOS x702® do dwupoziomowych sufitów napinanych z harpunowym systemem mocowania płótna. Z półką na taśmę led i osłoną.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/karniszowe/curtina-x411,,https://drive.google.com/uc?id=1yGfawmz30ZCp5vU-4yY4nAB1bCAIPNLu,170.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1buVKaDHlclpLqBkOQyvRc6B7JbcSJwlA,new,,biały mat,aluminowy,,,,,,,,,,,,,curtina_x411,100
uOmKNKiKhPZzh4UNscvrM3,Profil CONTURA X601,"Patentowany profil STRATOS x703® do sufitów napinanych z harpunowym systemem mocowania płótna. Do wykonywania konstrukcji, wnęк, obejścia skomplikowanych ścian. Z półką na taśmę led.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/konturowe/contura-x601,,https://drive.google.com/uc?id=1E2i-qoXQjDZL7JL90mhAQqUMvfNarKpg,8.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1Uai6Kvin25Li0RBtQGn85UgwI3PEhKUz, https://drive.google.com/uc?id=1N9x5k0-dddkZMTVGCkmK56924q0woVsP, https://drive.google.com/uc?id=16TtxyoGYPWZtLV8I3uCqjZJCwtZs3nG_",new,,surowy,aluminowy,,,,,,,,,,,,,contura_x601,100
mCMAr4yQhDaPX-LNJ5RD73,Profil STRATOS X701,"Patentowany profil STRATOS x704® do sufitów napinanych z harpunowym systemem mocowania płótna. Do wykonywania konstrukcji, wnęк.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/dwupoziomowe/stratos-x701,,https://drive.google.com/uc?id=1J0UhMZWo5rCh9DsEc3XTy_d1HEVWU9wx,28.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=11jbAnupZdMQshUJvTlkEuf0s1wApQjCs, https://drive.google.com/uc?id=1pdWmsihIV6-TV-rbSUE1PNca97iAHer-",new,,surowy,aluminowy,,,,,,,,,,,,,stratos_x701,100
A8KXwZGog4GTrG3uTcqe72,Profil STRATOS X702,"Patentowany profil STRATOS x704® do sufitów napinanych z harpunowym systemem mocowania płótna. Do wykonywania konstrukcji, wnęк.",in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/dwupoziomowe/stratos-x702,,https://drive.google.com/uc?id=1iT33BMATNExzmWxtF8wAezUvhGlsmKJx,28.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1dfMpbX0zDZxOLGic6aMwT89mhE_CMpvg, https://drive.google.com/uc?id=1jIDeVvkbqCwk5QD8nDN6CQ_-PL1mKNXe",new,,surowy,aluminowy,,,,,,,,,,,,,stratos_x702,100
9DTMhoqug8m-s5umlvoUH2,Profil STRATOS X703,Patentowany profil INVISIA x205® ścienny dystansowy do sufitów napinanych z harpunowym systemem mocowania płótna.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/dwupoziomowe/stratos-x703,,https://drive.google.com/uc?id=1m79DF684cJJpH5wAJ0uelkOShshTdoK_,20.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1QHGL4HPpYp44nBYDsL9TYSWI3tg7uP7T, https://drive.google.com/uc?id=1je9yHqZnhxk_C-CNcrewWBp1DHZahd5l, https://drive.google.com/uc?id=1HwS4t9NsiRawRnOCR2yx-qiqjDqZReds",new,,surowy,aluminowy,,,,,,,,,,,,,stratos_x703,100
5rGDU6PghnaCaAB4hbK363,Profil STRATOS X704,Patentowany profil BANDURA x801® do mocowania krzywoliniowych konstrukcji. Do łączenia profili ze sobą.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowy/dwupoziomowe/stratos-x704?editionuid=226755699832,,https://drive.google.com/uc?id=11GKnPZ3w_rPajDqtdDrF5Ki-gtI2FwAw,24.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,,czarny mat,aluminowy,,,,,,,,,,,,,stratos_x704,100
TTCe8rd4gfNWGALqZZ6XQ1,Profil STRATOS X704,Patentowany profil LUMNOVA z008® do tworzenia linii świetlnych w sufitach napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowy/dwupoziomowe/stratos-x704?editionuid=324744800482,,https://drive.google.com/uc?id=11GKnPZ3w_rPajDqtdDrF5Ki-gtI2FwAw,24.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,,biały mat,aluminowy,,,,,,,,,,,,,stratos_x704,100
lFPD6yXiiis-LJnoPBaa91,Profil INVISIA X205,Patentowany profil TISSURE z401® z jednym rowkiem do wieszania zasłон i kurtyн w sufitах napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/dystansowe/invisia-x205?editionuid=930494652722,,https://drive.google.com/uc?id=1XSZu6MfIKTW_OBeNgw-mAR4Pj4fxVNK3,12.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=18xfKHyviISwnbcQ2kHKrPlI2Mc5pHQqX, https://drive.google.com/uc?id=1UBoYh8ZgDflzTx4uLeHWuq5c3gGZ2AK1, https://drive.google.com/uc?id=1f5tP8WFaO6ygvx8wWFvTCSUbs6e_X0XD",new,,czarny mat,aluminowy,,,,,,,,,,,,,invisia_x205,100
Ld9AkcuQi0qA19EQUN-hA0,Profil BANDURA X801,Patentowany profil TISSURE z401® z jednym rowkiem do wieszania zasłон i kurtyн w sufitах napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-harpunowe/inne/bandura-x801?editionuid=828448694242,,https://drive.google.com/uc?id=1n8F8-iJLLf1ujyfgjc-ldxYgTGQVHVcD,3.20 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1UE3YRgfKOivR2coigGR3YWzk9Ewcjmjw, https://drive.google.com/uc?id=1YHZGSTMqT_Nhv1-jFZXa8MsSL7NCylAv",new,,surowy,aluminowy,,,,,,,,,,,,,bandura_x801,100
eSviEBM8guhlvQefni07r1,Profil LUMNOVA Z008,Patentowany profil TISSURE z405® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłон i firan w sufitах napinanych z tkaniny podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/swietlne/lumnova-z008?editionuid=243760267412,,https://drive.google.com/uc?id=1WskL82GQFgS4bpEq-4TOpiKPfomkwR9I,80.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1qGiUxfgAPuXIkKkV6xLV7mM7yHwhDQRD,new,,czarny mat,aluminowy,,,,,,,,,,,,,lumnova_z008,100
1BcJh8vVg8aapGEcAUDrg1,Profil TISSURE Z401,Patentowany profil TISSURE z405® do wykonania ukrytych wnęк karniszowych z dwoma rowkami do wieszania zasłон i firan w sufitах napinanych z tkaniny podświetlany.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/karniszowe/tissure-z401?editionuid=172769532402,,https://drive.google.com/uc?id=1lz2GWhT8yjYwHm62yHQhRUnFJ_4-ZoJB,100.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,,biały mat,długość 2000 mm,,,,,,,,,,,,,tissure_z401,100
hymJQJJTjY-YeQVF1giqT1,Profil TISSURE Z401,Patentowany profil VOLTIVA z501® do sufitów napinanych z tkaniny. W profil VOLTIVA z501® montuje się oświetlenie szynowe.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/karniszowe/tissure-z401?editionuid=202776240732,,https://drive.google.com/uc?id=1lz2GWhT8yjYwHm62yHQhRUnFJ_4-ZoJB,100.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,,czarny mat,długość 2000 mm,,,,,,,,,,,,,tissure_z401,100
ASFuUxWDgOBWCHN5ODymF1,Profil TISSURE Z405,Patentowany profil UNITEXA z701® do wykonywania wnęк sufitowych i opraw oświetleniowych w sufitах napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/karniszowe/tissure-z405?editionuid=907892131702,,https://drive.google.com/uc?id=1eDAuBDNTc9u2cMbbdKPzPTs_pwybBtIp,280.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,,czarny mat,długość 3200 mm,,,,,,,,,,,,,tissure_z405,100
Zroo3n3djONt0OopEffYs1,Profil TISSURE Z405,Patentowany profil UNITEXA z701® do wykonywania wnęк sufitowych i opraw oświetleniowych w sufitах napinanych z tkaniny.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/karniszowe/tissure-z405?editionuid=427322588352,,https://drive.google.com/uc?id=1eDAuBDNTc9u2cMbbdKPzPTs_pwybBtIp,280.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,,biały mat,długość 3200 mm,,,,,,,,,,,,,tissure_z405,100
0WyuTzYWjCQp6Fj0LuztH0,Profil VOLTIVA Z501,Patentowany profil voltiva z501® do sufitów napinanych z tkaniny. W profil voltiva z501® montuje się oświetlenie szynowe.,in_stock,,,https://alumineu.pl/produkty/profile-klipsowe/szynowe/voltiva-z501?editionuid=263103690522,,https://drive.google.com/uc?id=1i7Z472NdWOohxGVyNz-7vMKLr1TwUBpI,120.00 PLN,,,no,,,alumineu,,google_product_category: 7112,https://drive.google.com/uc?id=1Bw406T2tPlLvLHEKSZHFK_BmPdrrgMoV,new,,czarny mat,aluminowy,,,,,,,,,,,,,voltiva_z501,100
