# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,olHJtrUhhLVDB5FN2Is6G0,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,# Required | The brand name of the item. Character limit: 100.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,cornișe,curtina_x403,hSqFGvnTjaggVAymnovmh0,Profil CURTINA X403,"Profil patentat CURTINA X403 pentru realizarea nișelor ascunse de draperii, cu trei șanțuri pentru agățarea perdelelor și draperiilor în tavane extensibile cu sistem harpon. Cu prindere laterală a pânzei.",,alumineu,lungime 2000 m,negru mat,134.94 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x403?editionuid=196174289902,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornișe,curtina_x403,yUubMVw1hqQAZdBztKRgZ2,Profil CURTINA X403,"Profil patentat CURTINA X403 pentru realizarea nișelor ascunse de draperii, cu trei șanțuri pentru agățarea perdelelor și draperiilor în tavane extensibile cu sistem harpon. Cu prindere laterală a pânzei.",,alumineu,lungime 2000 m,alb mat,134.94 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x403?editionuid=293267787752,"https://drive.google.com/uc?id=16binchgKBfvxs4TWxiIM0VByGN-ggVQM, https://drive.google.com/uc?id=1DuwVPqqnHj0m3om9AszdxPPMGcRhLo88, https://drive.google.com/uc?id=1ttlBOvfwWEh65Lp_9hpUMCIUExIzcRDR",new,in stock,100,,,7112,1457
,cornișe,curtina_x404,ryMNNy0Vjq1ciFgP2gUaK3,Profil CURTINA X404,"Profil patentat CURTINA X404® pentru realizarea nișelor ascunse de draperii, cu trei șanțuri pentru montarea perdelelor și draperiilor. Pentru sistemul de prindere cu harpon, cu introducerea pânzei de jos.",,alumineu,lungime 2200 m,alb lucios,132.53 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x404?editionuid=364738696702,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,in stock,100,,,7112,1457
,cornișe,curtina_x404,6UZy5OEYgiU2cDd92z2R00,Profil CURTINA X404,"Profil patentat CURTINA X404® pentru realizarea nișelor ascunse de draperii, cu trei șanțuri pentru montarea perdelelor și draperiilor. Pentru sistemul de prindere cu harpon, cu introducerea pânzei de jos.",,alumineu,lungime 3200 m,alb lucios,192.77 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x404?editionuid=808768864562,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,in stock,100,,,7112,1457
,cornișe,curtina_x405,QYtmUePthsfmVcpZ7LaHB2,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 3200 m,negru mat,231.33 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=759586955132,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405,hRYJaVIahB4Jg-O10ZpbV0,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 3200 m,alb mat,231.33 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=876089740212,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405,Rid7eYeaihDEYyuGmwIm10,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2200 m,negru mat,159.04 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=803744608822,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405,M7K8jSGug5rmTO1txLm922,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2200 m,alb mat,159.04 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=117525235192,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405,9YYv8DXkjKpGTTDe3j99Y3,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2000 m,negru mat,144.58 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=505180922232,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405,zRy2mTY3io-ReCRagT1MI2,Profil CURTINA X405,"Profil patentat CURTINA X405 pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2000 m,alb mat,144.58 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405?editionuid=592438478472,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405_m,CkVvKhJbiGhhK2anvHdB33,Profil CURTINA X405 M,"Profil patentat CURTINA X405 M pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 3200 m,alb mat,433.73 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=339864126142,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405_m,iSRbWSLtitojIsPO0sI9x2,Profil CURTINA X405 M,"Profil patentat CURTINA X405 M pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2200 m,alb mat,301.20 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=164516627472,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405_m,PIsjk6JZiDyyFLIyu2lyU0,Profil CURTINA X405 M,"Profil patentat CURTINA X405 M pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 3200 m,negru mat,433.73 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=802797533272,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x405_m,gA28ToLCggK3W8YPSsFkT1,Profil CURTINA X405 M,"Profil patentat CURTINA X405 M pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. Iluminat.",,alumineu,lungime 2200 m,negru mat,301.20 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=718659662222,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornișe,curtina_x406,08Gs75cLiwndvRDfwZZkQ2,Profil CURTINA X406,Cornis patentat CURTINA X406 cu două șanțuri pentru agățarea draperiilor și perdelelor. Pentru sistem de prindere a pânzei cu harpon.,,alumineu,lungime 3200 m,negru mat,77.11 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x406?editionuid=598458446862,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,in stock,100,,,7112,1457
,cornișe,curtina_x406,vdRmfjJniS9p1gOygMbDs0,Profil CURTINA X406,Cornis patentat CURTINA X406 cu două șanțuri pentru agățarea draperiilor și perdelelor. Pentru sistem de prindere a pânzei cu harpon.,,alumineu,lungime 3200 m,alb mat,77.11 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x406?editionuid=321461814172,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,in stock,100,,,7112,1457
,cornișe,curtina_x407,gtIKBLtJghv4WzA42yxPP1,Profil CURTINA X407,Cornis patentat CURTINA X407 cu un șanț pentru agățarea draperiilor și perdelelor. Pentru sistem de prindere a pânzei cu harpon.,,alumineu,Aluminiu,negru mat,26.99 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x407?editionuid=255274699252,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,in stock,100,,,7112,1457
,cornișe,curtina_x407,cJyPtbDhhRAmihZrojWDn0,Profil CURTINA X407,Cornis patentat CURTINA X407 cu un șanț pentru agățarea draperiilor și perdelelor. Pentru sistem de prindere a pânzei cu harpon.,,alumineu,Aluminiu,alb mat,26.99 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x407?editionuid=384805841032,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,in stock,100,,,7112,1457
,cornișe,curtina_x408,FWceQ5ETivN6fBl0i-tWJ2,Profil CURTINA X408,"Profil patentat CURTINA X408® pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. Destinat sistemului de prindere a membranei tip harpon.",,alumineu,Aluminiu,nevopsit,126.51 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x408?editionuid=250535359432,https://drive.google.com/uc?id=1SAiruBfQBhaOlE3Uo89kwjzTMS7sfk4W,new,in stock,100,,,7112,1457
,cornișe,curtina_x409,LhsJi728gSt1-qEKriOWU2,Profil CURTINA X409,"Profil patentat CURTINA X409 pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. Destinat sistemului de prindere a membranei tip harpon.",,alumineu,Aluminiu,nevopsit,162.65 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x409?editionuid=566926447962,https://drive.google.com/uc?id=1WLU_u1deSGTzd_jh7DtG0pq_itn5rCXT,new,in stock,100,,,7112,1457
,cornișe,curtina_x410,JLVFDRdrgtcM9IORQDzXv0,Profil CURTINA X410,"Profil patentat CURTINA X410 pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. Destinat sistemului de prindere a membranei tip harpon.",,alumineu,Aluminiu,alb mat,144.58 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x410?editionuid=612166377572,https://drive.google.com/uc?id=114zNW95Wgu-EYdEpvW9bZgS4mtqrgLRD,new,in stock,100,,,7112,1457
,cornișe,curtina_x411,KmK1hPPBihH4KDyWNRaPo0,Profil CURTINA X411,"Profil patentat CURTINA X411 pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. Destinat sistemului de prindere a membranei tip harpon.",,alumineu,Aluminiu,alb mat,204.82 RON,https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x411?editionuid=832085323322,https://drive.google.com/uc?id=1buVKaDHlclpLqBkOQyvRc6B7JbcSJwlA,new,in stock,100,,,7112,1457
,conturați,contura_x601,uOmKNKiKhPZzh4UNscvrM3,Profil CONTURA X601,Profil patentat CONTURA X601 de perete conturat pentru tavane extensibile cu sistem harpon de prindere a pânzei.,,alumineu,Aluminiu,nevopsit,9.64 RON,https://alumineu.ro/produse/profile-cu-harpon/conturati/contura-x601?editionuid=216356537132,"https://drive.google.com/uc?id=1Uai6Kvin25Li0RBtQGn85UgwI3PEhKUz, https://drive.google.com/uc?id=1N9x5k0-dddkZMTVGCkmK56924q0woVsP, https://drive.google.com/uc?id=16TtxyoGYPWZtLV8I3uCqjZJCwtZs3nG_",new,in stock,100,,,7112,1457
,dublu nivel,stratos_x701,mCMAr4yQhDaPX-LNJ5RD73,Profil STRATOS X701,"Profil patentat STRATOS X701 pentru tavane extensibile pe două niveluri, cu sistem harpon de prindere a pânzei.",,alumineu,Aluminiu,nevopsit,33.73 RON,https://alumineu.ro/produse/profile-cu-harpon/dublu-nivel/stratos-x701?editionuid=938257585092,"https://drive.google.com/uc?id=11jbAnupZdMQshUJvTlkEuf0s1wApQjCs, https://drive.google.com/uc?id=1pdWmsihIV6-TV-rbSUE1PNca97iAHer-",new,in stock,100,,,7112,1457
,dublu nivel,stratos_x702,A8KXwZGog4GTrG3uTcqe72,Profil STRATOS X702,"Profil patentat STRATOS X702 pentru tavane extensibile pe două niveluri, cu sistem harpon de prindere a pânzei. Cu poliță pentru bandă LED și inserție.",,alumineu,Aluminiu,nevopsit,33.73 RON,https://alumineu.ro/produse/profile-cu-harpon/dublu-nivel/stratos-x702?editionuid=169849761712,"https://drive.google.com/uc?id=1dfMpbX0zDZxOLGic6aMwT89mhE_CMpvg, https://drive.google.com/uc?id=1jIDeVvkbqCwk5QD8nDN6CQ_-PL1mKNXe",new,in stock,100,,,7112,1457
,dublu nivel,stratos_x703,9DTMhoqug8m-s5umlvoUH2,Profil STRATOS X703,"Profil patentat STRATOS X703® pentru tavane extensibile cu sistem harpon de prindere a pânzei. Pentru realizarea structurilor, nișelor și ocolirea pereților complicati. Cu poliță pentru bandă LED.",,alumineu,Aluminiu,nevopsit,24.10 RON,https://alumineu.ro/produse/profile-cu-harpon/dublu-nivel/stratos-x703?editionuid=658333943602,"https://drive.google.com/uc?id=1QHGL4HPpYp44nBYDsL9TYSWI3tg7uP7T, https://drive.google.com/uc?id=1je9yHqZnhxk_C-CNcrewWBp1DHZahd5l, https://drive.google.com/uc?id=1HwS4t9NsiRawRnOCR2yx-qiqjDqZReds",new,in stock,100,,,7112,1457
,dublu nivel,stratos_x704,5rGDU6PghnaCaAB4hbK363,Profil STRATOS X704,Profil patentat STRATOS X704® pentru plafoane extensibile cu sistem de fixare a membranei de tip harpon. Pentru realizarea construcțiilor și a nișelor.,,alumineu,Aluminiu,negru mat,28.92 RON,https://alumineu.ro/produse/profile-cu-harpon/dublu-nivel/stratos-x704?editionuid=988216812582,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,in stock,100,,,7112,1457
,dublu nivel,stratos_x704,TTCe8rd4gfNWGALqZZ6XQ1,Profil STRATOS X704,Profil patentat STRATOS X704® pentru plafoane extensibile cu sistem de fixare a membranei de tip harpon. Pentru realizarea construcțiilor și a nișelor.,,alumineu,Aluminiu,alb mat,28.92 RON,https://alumineu.ro/produse/profile-cu-harpon/dublu-nivel/stratos-x704?editionuid=374541289962,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,in stock,100,,,7112,1457
,umbră,invisia_x205,lFPD6yXiiis-LJnoPBaa91,Profil INVISIA X205,"Profil patentat INVISIA X205® de perete, distanțier, pentru tavane napinane cu sistem de prindere a pânzei cu harpon.",,alumineu,Aluminiu,negru mat,14.46 RON,https://alumineu.ro/produse/profile-cu-harpon/umbra/invisia-x205?editionuid=307017769502,"https://drive.google.com/uc?id=18xfKHyviISwnbcQ2kHKrPlI2Mc5pHQqX, https://drive.google.com/uc?id=1UBoYh8ZgDflzTx4uLeHWuq5c3gGZ2AK1, https://drive.google.com/uc?id=1f5tP8WFaO6ygvx8wWFvTCSUbs6e_X0XD",new,in stock,100,,,7112,1457
,profile,bandura_x801,Ld9AkcuQi0qA19EQUN-hA0,Profil BANDURA X801,Profil patentat BANDURA X801 pentru fixarea construcțiilor curbilinii. Pentru îmbinarea profilelor între ele.,,alumineu,Aluminiu,nevopsit,3.86 RON,https://alumineu.ro/tproduct/494525948182-bandura-x801?editionuid=606839674372,"https://drive.google.com/uc?id=1UE3YRgfKOivR2coigGR3YWzk9Ewcjmjw, https://drive.google.com/uc?id=1YHZGSTMqT_Nhv1-jFZXa8MsSL7NCylAv",new,in stock,100,,,7112,1457
,luminoși,lumnova_z008,eSviEBM8guhlvQefni07r1,Profil LUMNOVA Z008,Profil patentat LUMNOVA Z008® pentru crearea liniilor de lumină în tavanele extensibile din țesătură.,,alumineu,Aluminiu,negru mat,96.39 RON,https://alumineu.ro/produse/profile-cu-clema/luminosi/lumnova-z008?editionuid=951728721442,https://drive.google.com/uc?id=1qGiUxfgAPuXIkKkV6xLV7mM7yHwhDQRD,new,in stock,100,,,7112,1457
,cornișe,tissure_z401,1BcJh8vVg8aapGEcAUDrg1,Profil TISSURE Z401,Profil patentat TISSURE Z401 cu un singur canal pentru agățarea draperiilor și perdelelor în tavanele extensibile din țesătură.Inserție de difuzie a luminii pentru profilele LIGHTRA X030.,,alumineu,lungime 2000 m,alb mat,120.48 RON,https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z401?editionuid=821983628842,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,in stock,100,,,7112,1457
,cornișe,tissure_z401,hymJQJJTjY-YeQVF1giqT1,Profil TISSURE Z401,Profil patentat TISSURE Z401 cu un singur canal pentru agățarea draperiilor și perdelelor în tavanele extensibile din țesătură.Inserție de difuzie a luminii pentru profilele LIGHTRA X030.,,alumineu,lungime 2000 m,negru mat,120.48 RON,https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z401?editionuid=982705395482,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,in stock,100,,,7112,1457
,cornișe,tissure_z405,ASFuUxWDgOBWCHN5ODymF1,Profil TISSURE Z405,"Profil patentat TISSURE Z405 pentru realizarea nișelor ascunse pentru draperii cu două caneluri pentru agățarea perdelelor și draperiilor în tavanele extensibile din țesătură, iluminat.",,alumineu,lungime 3200 m,negru mat,337.35 RON,https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z405?editionuid=322544497102,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,in stock,100,,,7112,1457
,cornișe,tissure_z405,Zroo3n3djONt0OopEffYs1,Profil TISSURE Z405,"Profil patentat TISSURE Z405 pentru realizarea nișelor ascunse pentru draperii cu două caneluri pentru agățarea perdelelor și draperiilor în tavanele extensibile din țesătură, iluminat.",,alumineu,lungime 3200 m,alb mat,337.35 RON,https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z405?editionuid=481044407772,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,in stock,100,,,7112,1457
,șină,voltiva_z501,0WyuTzYWjCQp6Fj0LuztH0,Profil VOLTIVA Z501,Profil patentat VOLTIVA Z501 pentru tavane extensibile din țesătură. În profilul VOLTIVA Z501® se montează iluminatul pe șină.,,alumineu,Aluminiu,negru mat,144.58 RON,https://alumineu.ro/produse/profile-cu-clema/sina/voltiva-z501?editionuid=333574672972,https://drive.google.com/uc?id=1Bw406T2tPlLvLHEKSZHFK_BmPdrrgMoV,new,in stock,100,,,7112,1457
,dublu nivel,unitexa_z701,zSQvbSNEiHa6S1KQEwaCY2,Profil UNITEXA Z701,Profil patentat UNITEXA Z701 pentru realizarea nișelor de tavan și a corpurilor de iluminat în tavanele extensibile din țesătură.,,alumineu,Aluminiu,negru mat,65.06 RON,https://alumineu.ro/produse/profile-cu-clema/dublu-nivel/unitexa-z701?editionuid=904775031772,,new,in stock,100,,,7112,1457
,dublu nivel,unitexa_z701,SQKcK9vigikWY0Agh6ZSX0,Profil UNITEXA Z701,Profil patentat UNITEXA Z701 pentru realizarea nișelor de tavan și a corpurilor de iluminat în tavanele extensibile din țesătură.,,alumineu,Aluminiu,alb mat,65.06 RON,https://alumineu.ro/produse/profile-cu-clema/dublu-nivel/unitexa-z701?editionuid=142075302762,,new,in stock,100,,,7112,1457
,inserții,inserta_y008,5A33vrjxg2INi6FdYvYHV1,Inserție INSERTA Y008,"Inserție de separare INSERTA Y008 pentru profilele CURTINA X405, STRATOS X701, STRATOS X704",,alumineu,Clorură de polivinil – deschis,lăptos,2.41 RON,https://alumineu.ro/tproduct/394448842072-inserta-y008?editionuid=698879683832,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,in stock,100,,,7112,1457
,inserții,inserta_y008,Zm1YLzGFjDyJzl5BQ2AZK2,Inserție INSERTA Y008,"Inserție de separare INSERTA Y008 pentru profilele CURTINA X405, STRATOS X701, STRATOS X704",,alumineu,Clorură de polivinil – deschis,negru,2.41 RON,https://alumineu.ro/tproduct/394448842072-inserta-y008?editionuid=569361295072,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,in stock,100,,,7112,1457
,inserții,inserta_y015,jWf3YVZMj28oz3Vn9Ruwa1,Inserție INSERTA Y015,"Inserție de difuzie a luminii pentru profilele LIGHTRA X015, CURTINA X405, STRATOS X702",,alumineu,Clorură de polivinil,lăptos,3.86 RON,https://alumineu.ro/tproduct/491476579732-inserta-y015?editionuid=614951245542,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,in stock,100,,,7112,1457
