"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url;Tabs:1;Tabs:2;Tabs:3
466805052782;;;;;"Endkappe ENDCAPP Y207 - schwarz matt";;;https://static.tildacdn.com/stor6539-3534-4766-b966-333335613231/d0df5d5603e2882ad733d9d398e803be.png;2.08;;;"Farbe:schwarz matt #000000";;cLEZP2Ssga1osq6fjuzBl3;135189710841;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y207?editionuid=466805052782;;;
840003235331;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y204";;;https://static.tildacdn.com/stor6436-3230-4665-a264-336163393334/b8fea908dc2856a7532026c7780bb0ca.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y204;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y204;;;
716161195161;;;;;"Endkappe ENDCAPP Y204 - schwarz";;;https://static.tildacdn.com/stor6436-3230-4665-a264-336163393334/b8fea908dc2856a7532026c7780bb0ca.png;1.04;;;"Farbe:schwarz #000000";;mY3nP58iiQbbhe6E8ifuq2;840003235331;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y204?editionuid=716161195161;;;
258804088851;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y203";;;https://static.tildacdn.com/stor6164-3363-4362-b133-373838353766/15d7c6ba439ef4c8b69ed11cb75fe808.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y203;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y203;;;
638881995721;;;;;"Endkappe ENDCAPP Y203 - schwarz";;;https://static.tildacdn.com/stor6164-3363-4362-b133-373838353766/15d7c6ba439ef4c8b69ed11cb75fe808.png;1.04;;;"Farbe:schwarz #000000";;gjxLSmpZiFX6ORefsKjSS1;258804088851;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y203?editionuid=638881995721;;;
244022033352;Alumineu;;;Harpunenprofile>>>Wandabschluss;"Profil CLASSIX X101";"Profil für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn. Zum Umgehen von komplexen Wänden. Der Profilumfang wird mit einer Wandabschlussleiste verkleidet.";;https://static.tildacdn.com/stor6266-6636-4931-a463-303537373565/72309046.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;classix_x101;;0;0;0;0;"Wandabschlussprofil CLASSIX X101 für Harpunendecken – Alumineu Profile";"Aluminiumprofil CLASSIX X101 zur Umgehung komplizierter Wandverläufe in Spanndecken mit Harpunensystem";"Deckenprofil, Spanndecke";;;https://alumineu.de/produkte/harpunenprofile/wandabschluss/classix-x101;;;
536934646932;;;;;"Profil CLASSIX X101 - roh";;;https://static.tildacdn.com/stor6266-6636-4931-a463-303537373565/72309046.png;2.33;;;"Farbe:roh #e6e6e6";;rtBsri0AgIfzRs45xlYEo3;244022033352;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/wandabschluss/classix-x101?editionuid=536934646932;;;
655075750852;Alumineu;;;Harpunenprofile>>>Wandabschluss;"Profil CLASSIX X130";"Profil Alumineu CLASSIX X130 für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn. Der Profilumfang wird mit einer Wandabdeckleiste geschlossen.";;https://static.tildacdn.com/stor3739-3039-4339-b561-623633316266/deebbf1e185ccdb543904bacc06c8634.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;classix_x130;;0;0;0;0;"Harpunenprofil CLASSIX X130 zur Befestigung der Folie an der Wand - alumineu";"Wandprofil für Spanndecke CLASSIX X130 mit Harpunensystem. Mit Wandeinlage. Jetzt mit Lieferung in ganz Deutschland bestellen.";"Wandprofile, Harpunenprofil";;;https://alumineu.de/produkte/harpunenprofile/wandabschluss/classix-x101;;;
870397026532;;;;;"Profil CLASSIX X130 - roh";;;https://static.tildacdn.com/stor3739-3039-4339-b561-623633316266/deebbf1e185ccdb543904bacc06c8634.png;0.78;0;;"Farbe:roh #e6e6e6";;lxFpGXGnhGh-TPEwCLiEt2;655075750852;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/wandabschluss/classix-x101?editionuid=870397026532;;;
532236042432;Alumineu;;;Harpunenprofile>>>Schattenfugen;"Profil INVISIA X206";"Profil Alumineu INVISIA X206, Deckenabstandprofil für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn.";;https://static.tildacdn.com/stor3266-6162-4834-b032-656464313638/adc327113472d282390480f7db4a8676.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;invisia_x206;;0;0;0;0;"Distanzprofil für Spanndecken INVISIA X206 zur Umgehung komplexer Wände - alumineu";"Profil zur Umgehung komplexer Wände mit Schattenfuge INVISIA X206. Bestellen mit Lieferung in Polen";"Umgehung komplexer Wände, Schattenfuge an der Decke";;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x206;;;
416048977772;;;;;"Profil INVISIA X206 - schwarz matt";;;https://static.tildacdn.com/stor3266-6162-4834-b032-656464313638/adc327113472d282390480f7db4a8676.png;4.15;;;"Farbe:schwarz matt #000000";;EGXmtijjgeQdvXQSqdLGi3;532236042432;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x206?editionuid=416048977772;;;
448575031522;Alumineu;;;Harpunenprofile>>>Schattenfugen;"Profil INVISIA X207";"Profil Alumineu INVISIA X207, Deckenabstandprofil für die Belüftung in Spann-Decken mit Harpunen-Befestigungssystem für die Bahn.";;https://static.tildacdn.com/stor3438-3630-4435-b964-343336663931/787113a0f09a2fe5ed98d443c894da1c.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;invisia_x207;;0;0;0;0;"Lüftungsprofil für Spanndecken INVISIA X207 mit Schattenfuge – Alumineu";"Lüftungsprofil INVISIA X207 mit Wandabstand. Kaufen Sie Alumineu mit Lieferung in Deutschland.";"Lüftung in der Decke, Lüftungsprofil";;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x207;;;
108830859612;;;;;"Profil INVISIA X207 - schwarz matt";;;https://static.tildacdn.com/stor3438-3630-4435-b964-343336663931/787113a0f09a2fe5ed98d443c894da1c.png;10.38;;;"Farbe:schwarz matt #000000";;YZTju3ikgOF1-Sj6ktK6e2;448575031522;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x207?editionuid=108830859612;;;
594015128372;Alumineu;;;Harpunenprofile>>>Schattenfugen;"Profil INVISIA X208";"Profil Alumineu INVISIA X208, Deckenabstandprofil für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn. Zum Umgehen von komplexen Wänden.";;https://static.tildacdn.com/stor6338-6630-4761-a463-643939636332/e07f40185a8a4ceb8b6de938a7b0a4ba.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;invisia_x208;;0;0;0;0;"Deckenschattenprofil INVISIA X208 mit einem Wandabstand von 5 mm – Alumineu profil";"Zum Deckenmontage bestimmtes Schattenprofil INVISIA X208. Online bestellbar in Deutschland.";"Deckenprofil, Profil mit Abstand zur Wand";;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x208;;;
439166830922;;;;;"Profil INVISIA X208 - schwarz matt";;;https://static.tildacdn.com/stor6338-6630-4761-a463-643939636332/e07f40185a8a4ceb8b6de938a7b0a4ba.png;3.11;;;"Farbe:schwarz matt #000000";;eyVbkQihgGQtYR5EF0P4w0;594015128372;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x208?editionuid=439166830922;;;
154636665012;Alumineu;;;Harpunenprofile>>>Schattenfugen;"Profil INVISIA X209";"Profil Alumineu INVISIA X209, Abstandprofil für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn. Zum Umgehen von Treppen und Oberlichtern.";;https://static.tildacdn.com/stor3736-3030-4165-b362-646637633161/b3c42d163021dfda6709edecf7ac6c8a.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;invisia_x209;;0;0;0;0;"Abstandsprofil zur Umgehung von Treppen und Oberlichtern INVISIA X209 – Alumineu profile";"Profil INVISIA X209 für die Laibung von Oberlichtern. Profile für jeden Bedarf in Deutschland – Alumineu profile";"Profil zur Umrandung von Treppen, zur Umfassung von Oberlichtern";;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x209;;;
664079902622;;;;;"Profil INVISIA X209 - weiß matt";;;https://static.tildacdn.com/stor3736-3030-4165-b362-646637633161/b3c42d163021dfda6709edecf7ac6c8a.png;6.23;;;"Farbe:weiß matt #ffffff";;cTT1GGAZj76alVXu4vaAe1;154636665012;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x209?editionuid=664079902622;;;
215949324572;;;;;"Profil INVISIA X209 - schwarz matt";;;https://static.tildacdn.com/stor3736-3030-4165-b362-646637633161/b3c42d163021dfda6709edecf7ac6c8a.png;6.23;;;"Farbe:schwarz matt #000000";;EeRJkcybhq5xX9vhB-xzv3;154636665012;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/schattenfugen/invisia-x209?editionuid=215949324572;;;
997882810142;Alumineu;;;Harpunenprofile>>>Led-schattenfugen;"Profil FLOATIA X303";"Profil Alumineu FLOATIA X303, Deckenabstandprofil für Spann-Decken mit Harpunen-Befestigungssystem für die Bahn. Mit Ablage für LED-Bänder und Abdeckung.";;https://static.tildacdn.com/stor6334-6330-4461-b464-356466303031/92c46732282d67acf13e9e43a8ad7820.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;floatia_x303;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303;info|#|Описание|#|Тру-ля-ля;chars|#|Характеристики;info|#|Информация|#|Опа-опа
769222256172;;;;;"Profil FLOATIA X303 - roh";;;https://static.tildacdn.com/stor6334-6330-4461-b464-356466303031/92c46732282d67acf13e9e43a8ad7820.png;4.05;0;;"Farbe:roh #e6e6e6";;VL9D-5xNhHiRwdOhXxgjl3;997882810142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=769222256172;;;
267068344872;;;;;"Profil FLOATIA X303 - weiß matt";;;https://static.tildacdn.com/stor6334-6330-4461-b464-356466303031/92c46732282d67acf13e9e43a8ad7820.png;5.19;;;"Farbe:weiß matt #ffffff";;xO7PAABriJTHSKVNGiuYl3;997882810142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=267068344872;;;
993946525262;;;;;"Profil FLOATIA X303 - schwarz matt";;;https://static.tildacdn.com/stor6334-6330-4461-b464-356466303031/92c46732282d67acf13e9e43a8ad7820.png;5.19;;;"Farbe:schwarz matt #000000";;MyI2v2JMhnRtUrh6H58nz0;997882810142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x303?editionuid=993946525262;;;
210183251962;Alumineu;;;Harpunenprofile>>>Led-schattenfugen;"Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil";"Baumaterial für den Innenausbau: wandmontiertes Aluminium-Abstandsprofil für Spanndecken mit Klemmkantensystem zur Folienbefestigung. Mit Ablage für LED-Bänder und Abdeckung. Kein Waffenteil, keine Munition.";;https://static.tildacdn.com/stor3038-6635-4362-b862-343361616464/723bf175f590a8e6548ae4a3929ec559.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;floatia_x302;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302;info|#|Описание|#|Тру-ля-ля;chars|#|Характеристики;info|#|Информация|#|Опа-опа
817061220332;;;;;"Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil - roh";;;https://static.tildacdn.com/stor3038-6635-4362-b862-343361616464/723bf175f590a8e6548ae4a3929ec559.png;3.11;;;"Farbe:roh #e6e6e6";;IxT7oD8zhIbrnn2LbGw2D0;210183251962;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=817061220332;;;
450749495132;;;;;"Profil FLOATIA X302 - weiß matt";;;https://static.tildacdn.com/stor3038-6635-4362-b862-343361616464/723bf175f590a8e6548ae4a3929ec559.png;3.84;;;"Farbe:weiß matt #ffffff";;Y7mho3jShobDY2hUqkXX83;210183251962;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=450749495132;;;
549075235292;;;;;"Bauprofil FLOATIA X302 – Spanndecken-Aluminiumprofil - schwarz matt";;;https://static.tildacdn.com/stor3038-6635-4362-b862-343361616464/723bf175f590a8e6548ae4a3929ec559.png;3.84;;;"Farbe:schwarz matt #000000";;fxcs1s4Sg4i9usohMYyp11;210183251962;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/led-schattenfugen/floatia-x302?editionuid=549075235292;;;
248920853142;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X403";"Patentiertes Profil CURTINA X403 zur Herstellung verdeckter Gardinennischen mit drei Laufkanälen für Vorhänge und Gardinen in Spanndecken mit Harpunenbefestigungssystem. Mit seitlicher Befestigung des Tuchs.";;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x403;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403;;;
956571154802;;;;;"Profil CURTINA X403 - weiß matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;29.06;;;"Farbe:weiß matt #ffffff;Länge:2,0 lfd. m";;yUubMVw1hqQAZdBztKRgZ2;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=956571154802;;;
655672336162;;;;;"Profil CURTINA X403 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;29.06;;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;hSqFGvnTjaggVAymnovmh0;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=655672336162;;;
104057293562;;;;;"Profil CURTINA X403 - weiß glänzend - 2,2 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;31.96;;;"Farbe:weiß glänzend #ffffff;Länge:2,2 lfd. m";;smfA9ADrg9P4AffHsiprN2;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=104057293562;;;
121407847472;;;;;"Profil CURTINA X403 - schwarz matt - 2,2 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;31.96;;;"Farbe:schwarz matt #000000;Länge:2,2 lfd. m";;Hxf-n56DhLa95Jq8oTmSb3;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=121407847472;;;
308702622892;;;;;"Profil CURTINA X403 - weiß glänzend - 3,2 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;46.49;;;"Farbe:weiß glänzend #ffffff;Länge:3,2 lfd. m";;34WwfpBUjupvpuPa3EpLr3;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=308702622892;;;
384095982592;;;;;"Profil CURTINA X403 - weiß matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;46.49;;;"Farbe:weiß matt #ffffff;Länge:3,2 lfd. m";;i3hGepcZiU3L8JqEJ2rtV0;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=384095982592;;;
347030116842;;;;;"Profil CURTINA X403 - schwarz matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor6639-3732-4163-b636-363866373164/ce1832a5fe1d4cbd471fbec8771a1b66.png;46.49;;;"Farbe:schwarz matt #000000;Länge:3,2 lfd. m";;jx2sQ0lhiTZsQVWNF9X2z0;248920853142;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x403?editionuid=347030116842;;;
887911625442;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X405";"Patentiertes Profil CURTINA X405 zur Führung verdeckter Gardinennischen mit zwei Rillen zum Aufhängen von Vorhängen und Gardinen in Spanndecken mit Harpunensystem. Beleuchtet.";;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x405;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405;;;
548490948072;;;;;"Profil CURTINA X405 - weiß matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;31.13;;;"Farbe:weiß matt #ffffff;Länge:2,0 lfd. m";;zRy2mTY3io-ReCRagT1MI2;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=548490948072;;;
428208056282;;;;;"Profil CURTINA X405 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;31.13;;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;9YYv8DXkjKpGTTDe3j99Y3;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=428208056282;;;
256291393412;;;;;"Profil CURTINA X405 - weiß matt - 2,2 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;34.25;;;"Farbe:weiß matt #ffffff;Länge:2,2 lfd. m";;M7K8jSGug5rmTO1txLm922;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=256291393412;;;
873406416852;;;;;"Profil CURTINA X405 - schwarz matt - 2,2 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;34.25;;;"Farbe:schwarz matt #000000;Länge:2,2 lfd. m";;Rid7eYeaihDEYyuGmwIm10;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=873406416852;;;
750234824842;;;;;"Profil CURTINA X405 - weiß matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;49.81;;;"Farbe:weiß matt #ffffff;Länge:3,2 lfd. m";;hRYJaVIahB4Jg-O10ZpbV0;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=750234824842;;;
576926526152;;;;;"Profil CURTINA X405 - schwarz matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3035-6262-4538-b838-373439353834/2ca5b8ae4ff3bd2f8e380a3c4997ff16.png;49.81;;;"Farbe:schwarz matt #000000;Länge:3,2 lfd. m";;QYtmUePthsfmVcpZ7LaHB2;887911625442;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x405?editionuid=576926526152;;;
584241463252;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X406";"Patentierte Gardinenschiene CURTINA X406 mit zwei Rillen zum Aufhängen von Vorhängen und Gardinen. Für das Harpunensystem zur Befestigung der Spanndecke.";;https://static.tildacdn.com/stor3431-3335-4436-a236-393763323466/e5f2bb4574b141356babfba83974e8f9.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x406;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406;;;
483379290462;;;;;"Profil CURTINA X406 - weiß matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3431-3335-4436-a236-393763323466/e5f2bb4574b141356babfba83974e8f9.png;16.60;;;"Farbe:weiß matt #ffffff;Länge:3,2 lfd. m";;vdRmfjJniS9p1gOygMbDs0;584241463252;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406?editionuid=483379290462;;;
747872544362;;;;;"Profil CURTINA X406 - schwarz matt - 3,2 lfd. m";;;https://static.tildacdn.com/stor3431-3335-4436-a236-393763323466/e5f2bb4574b141356babfba83974e8f9.png;16.60;;;"Farbe:schwarz matt #000000;Länge:3,2 lfd. m";;08Gs75cLiwndvRDfwZZkQ2;584241463252;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406?editionuid=747872544362;;;
327751847912;Alumineu;;;Harpunenprofile>>>Vorhangschiene;"Profil CURTINA X407";"Patentierte Gardinenschiene CURTINA X407 mit einer Nut zum Aufhängen von Vorhängen und Gardinen. Für das Harpunen-Befestigungssystem des Gewebes geeignet.";;https://static.tildacdn.com/stor6335-3233-4536-b231-643736623238/d36ef1010a2f9b770875cd2bd067c9fd.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Länge"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;curtina_x407;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406;;;
511209364352;;;;;"Profil CURTINA X407 - weiß matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6335-3233-4536-b231-643736623238/d36ef1010a2f9b770875cd2bd067c9fd.png;5.81;;;"Farbe:weiß matt #ffffff;Länge:2,0 lfd. m";;cJyPtbDhhRAmihZrojWDn0;327751847912;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406?editionuid=511209364352;;;
133200592282;;;;;"Profil CURTINA X407 - schwarz matt - 2,0 lfd. m";;;https://static.tildacdn.com/stor6335-3233-4536-b231-643736623238/d36ef1010a2f9b770875cd2bd067c9fd.png;5.81;;;"Farbe:schwarz matt #000000;Länge:2,0 lfd. m";;gtIKBLtJghv4WzA42yxPP1;327751847912;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/vorhangschiene/curtina-x406?editionuid=133200592282;;;
583223803412;Alumineu;;;Harpunenprofile>>>Zweistufige;"Profil STRATOS X701";"Patentiertes Profil STRATOS X701 für zweistufige Spanndecken mit Harpunen-Befestigungssystem. Ohne Beleuchtung.";;https://static.tildacdn.com/stor6262-3766-4035-b365-303961626237/84587984.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;stratos_x701;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x701;;;
661797286792;;;;;"Profil STRATOS X701 - surowe aluminium";;;https://static.tildacdn.com/stor6262-3766-4035-b365-303961626237/84587984.png;7.26;;;"Farbe:surowe aluminium #e6e6e6";;mCMAr4yQhDaPX-LNJ5RD73;583223803412;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x701?editionuid=661797286792;;;
738757843562;Alumineu;;;Harpunenprofile>>>Zweistufige;"Profil STRATOS X702";"Patentiertes Profil STRATOS X702 für zweistufige Spanndecken mit Harpunensystem zur Befestigung der Folie. Mit Ablage für LED-Band und Abdeckung.";;https://static.tildacdn.com/stor3130-6131-4566-b466-653863343964/50412416.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;stratos_x702;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x702;;;
545285112872;;;;;"Profil STRATOS X702 - surowe aluminium";;;https://static.tildacdn.com/stor3130-6131-4566-b466-653863343964/50412416.png;7.26;;;"Farbe:surowe aluminium #e6e6e6";;A8KXwZGog4GTrG3uTcqe72;738757843562;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x702?editionuid=545285112872;;;
288507761852;Alumineu;;;Harpunenprofile>>>Zweistufige;"Profil STRATOS X703";"Patentiertes STRATOS X703 Profil für Spanndecken mit Harpunen-Befestigungssystem des Gewebes. Zur Ausführung von Konstruktionen, Nischen, Umgehung komplizierter Wände. Mit einer Ablage für LED-Band.";;https://static.tildacdn.com/stor3633-3837-4135-b732-656633383739/76899407.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;stratos_x703;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x703;;;
473803836062;;;;;"Profil STRATOS X703 - surowe aluminium";;;https://static.tildacdn.com/stor3633-3837-4135-b732-656633383739/76899407.png;5.19;;;"Farbe:surowe aluminium #e6e6e6";;9DTMhoqug8m-s5umlvoUH2;288507761852;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x703?editionuid=473803836062;;;
931938974532;Alumineu;;;Harpunenprofile>>>Zweistufige;"Profil STRATOS X704";"Patentiertes STRATOS X704 Profil für Spanndecken mit Harpunen-Befestigungssystem. Zur Ausführung von Konstruktionen und Nischen.";;https://static.tildacdn.com/stor3438-6463-4261-b565-316532616438/44962176.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;stratos_x704;;0;0;0;0;;;;;;https://alumineu.de/produkte/harpunenprofile/zweistufige/stratos-x704;;;
